species	kingdom	phylum	class	order	family	genus
Faecalitalea_cylindroides	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea
Staphylococcus_aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Klebsiella_virus_KP32	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Kp32virus
Lactobacillus_salivarius	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Ruminococcus_callidus	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Lactobacillus_rogosae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Klebsiella_virus_KP34	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Kp34virus
Raoultella_ornithinolytica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella
Prevotella_timonensis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Lactobacillus_phage_phiadh	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Salmonella_phage_Fels_1	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified
Stenotrophomonas_phage_IME15	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	T7virus
Klebsiella_virus_K11	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Kp32virus
Lactobacillus_phage_Lc_Nu	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Staphylococcus_argenteus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Veillonella_parvula	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Clostridiales_bacterium_1_7_47FAA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Clostridium_asparagiforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Lactobacillus_paragasseri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Streptococcus_mutans	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Romboutsia_ilealis	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
Bifidobacterium_animalis	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bifidobacterium_pseudocatenulatum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Weissella_cibaria	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Enterococcus_phage_phiEf11	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Enterococcus_phage_EF62phi	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Podoviridae_unclassified
Enterococcus_phage_phiFL4A	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Escherichia_phage_D108	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Muvirus
Enterobacteria_phage_mEp460	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Lactococcus_phage_jm3	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sk1virus
Leuconostoc_mesenteroides	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Bacteroides_coprocola	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Bacteroides_phage_B124_14	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Parabacteroides_goldsteinii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
Streptococcus_sanguinis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Blautia_sp_An249	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Eubacterium_callanderi	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Roseburia_sp_CAG_471	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Actinomyces_naeslundii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Firmicutes_bacterium_CAG_94	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Eubacterium_sp_OM08_24	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Alistipes_onderdonkii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Stx2_converting_phage_1717	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Enterococcus_durans	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Leuconostoc_citreum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Pediococcus_argentinicus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Clostridium_perfringens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Escherichia_virus_RB16	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Kp15virus
Streptococcus_australis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus_gordonii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Escherichia_phage_Lw1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Kp15virus
Absiella_dolichum	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Absiella
Eubacterium_dolichum_CAG_375	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Enterobacteria_phage_vB_EcoM_VR5	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified
Lactobacillus_plantarum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Leuconostoc_pseudomesenteroides	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Lactobacillus_phage_J1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Lactobacillus_phage_A2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Bifidobacterium_mongoliense	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Streptococcus_cristatus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Bacteroides_plebeius	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Streptococcus_mitis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mogibacterium_diversum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Mogibacterium
Actinomyces_oris	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces_sp_ICM47	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Bacteroides_salyersiae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Bacteroides_faecis_CAG_32	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Prevotella_disiens	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Klebsiella_phage_phiKO2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Gemella_morbillorum	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_unclassified	Gemella
Bacteroides_faecichinchillae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Streptococcus_milleri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Solobacterium_moorei	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
Slackia_exigua	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia
Megasphaera_sp_MJR8396C	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
Ruminococcus_sp_CAG_403	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Bifidobacterium_bifidum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Enterobacteria_phage_IME10	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	P22virus
Escherichia_virus_P1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	P1virus
Sanguibacteroides_justesenii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Sanguibacteroides
Desulfovibrio_piger	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Coprobacillus_cateniformis	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus
Ruminococcus_obeum_CAG_39	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Cloacibacillus_evryensis	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
Enorma_massiliensis	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma
Olsenella_scatoligenes	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
Salmonella_phage_g341c	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	P22virus
Enterococcus_faecium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Prevotella_stercorea	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Prevotella_sp_CAG_279	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Comamonas_kerstersii	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
Porphyromonas_gingivalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
Firmicutes_bacterium_CAG_170	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Firmicutes_bacterium_CAG_238	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Roseburia_sp_CAG_309	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Pseudomonas_aeruginosa_group	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Ruminococcaceae_bacterium_D5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Fusobacterium_nucleatum	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Lawsonella_clevelandensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriales_unclassified	Lawsonella
Veillonella_dispar	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Human_polyomavirus_7	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Polyomaviridae	Deltapolyomavirus
Veillonella_infantium	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Bacteroides_heparinolyticus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Rothia_mucilaginosa	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
Streptococcus_sp_F0442	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Veillonella_tobetsuensis	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Oribacterium_sinus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
Oscillibacter_sp_PC13	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
Prevotella_corporis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Flavonifractor_sp_An100	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Bacteroides_galacturonicus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Fretibacterium_fastidiosum	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium
Fusobacterium_periodonticum	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
Lautropia_mirabilis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
Corynebacterium_argentoratense	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Actinomyces_sp_S6_Spd3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Bifidobacterium_catenulatum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Faecalicoccus_pleomorphus	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus
Salmonella_virus_Jersey	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Jerseyvirus
Salmonella_virus_FelixO1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Felixo1virus
Desulfovibrio_fairfieldensis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Actinomyces_radicidentis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces_sp_HMSC035G02	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces_sp_HPA0247	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Alloscardovia_omnicolens	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia
Megasphaera_sp_DISK_18	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
Allisonella_histaminiformans	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Allisonella
Lactobacillus_sakei	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Prevotella_sp_CAG_1320	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Mitsuokella_jalaludinii	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella
Enterobacterial_phage_mEp390	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Hk97virus
Lactobacillus_gasseri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Enterococcus_hirae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Rothia_dentocariosa	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
Actinomyces_massiliensis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Ruminococcus_sp_CAG_330	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Lactobacillus_phage_Lrm1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Actinomyces_sp_oral_taxon_448	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces_graevenitzii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces_johnsonii	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Romboutsia_hominis	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
Clostridium_baratii	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Actinomyces_sp_oral_taxon_414	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Corynebacterium_durum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Olsenella_profusa	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
Actinomyces_hongkongensis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Murimonas_intestini	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Murimonas
Anaerostipes_caccae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Propionibacterium_freudenreichii	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium
Lactobacillus_johnsonii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Prevotella_buccae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Lactobacillus_amylovorus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Pediococcus_acidilactici	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Lactococcus_virus_KSY1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Podoviridae_unclassified
Lactobacillus_phage_Sha1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Actinomyces_sp_oral_taxon_180	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Olsenella_uli	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
Roseburia_sp_CAG_182	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Proteus_hauseri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
Scardovia_wiggsiae	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia
Pseudopropionibacterium_propionicum	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium
Mogibacterium_pumilum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Mogibacterium
Lachnoclostridium_sp_An118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Pseudoramibacter_alactolyticus	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter
Klebsiella_virus_KP36	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Kp36virus
Veillonella_sp_CAG_933	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Bifidobacterium_kashiwanohense	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bacteroides_coprophilus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Anguillid_herpesvirus_1	Viruses	Viruses_unclassified	Viruses_unclassified	Herpesvirales	Alloherpesviridae	Cyprinivirus
Lactococcus_phage_340	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sk1virus
Parabacteroides_sp_CAG_409	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
Bacteroides_sp_CAG_633	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Lactococcus_phage_jm2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sk1virus
Escherichia_phage_TL_2011b	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Epsilon15virus
Salmonella_phage_Vi_II_E1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Pis4avirus
Escherichia_virus_HK544	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Hk97virus
Lactococcus_phage_Tuc2009	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Weissella_phage_phiYS61	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Podoviridae_unclassified
Streptococcus_sp_HMSC071D03	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Actinomyces_viscosus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Actinomyces_georgiae	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Enterobacteria_phage_fiAA91_ss	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	P2virus
Escherichia_virus_phiV10	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Epsilon15virus
Enterobacteria_phage_P4	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Caudovirales_unclassified	Caudovirales_unclassified
Pseudoflavonifractor_sp_An184	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor
Phascolarctobacterium_succinatutens	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium
Streptococcus_virus_Sfi21	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Sfi21dt1virus
Microbacterium_phage_Min1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Bacillus_phage_phBC6A51	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Butyrivibrio_sp_CAG_318	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
Lactobacillus_ruminis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Bacteroides_sp_CAG_598	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Bacteroides_pectinophilus	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Firmicutes_bacterium_CAG_534	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Victivallis_vadensis	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis
Ruminococcus_sp_CAG_624	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Odoribacter_laneus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter
Propionibacterium_acidifaciens	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium
Clostridium_paraputrificum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Eubacteriaceae_bacterium_CHKCI005	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacteriaceae_unclassified
Eubacterium_limosum	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Flavonifractor_sp_An10	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor
Bacteroides_sp_CAG_661	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Escherichia_marmotae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Piper_yellow_mottle_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Ortervirales	Caulimoviridae	Badnavirus
Lactobacillus_crispatus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus_kalixensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus_gastricus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Bifidobacterium_scardovii	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Streptococcus_viridans	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Streptococcus_sobrinus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Lactobacillus_vaginalis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Streptococcus_phage_PH15	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Lactobacillus_oris	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Atopobium_parvulum	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Enterococcus_avium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Clostridium_sp_D5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Actinomyces_turicensis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Pseudoflavonifractor_capillosus	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor
Atopobium_rimae	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Streptococcus_phage_Dp_1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Enterococcus_casseliflavus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Streptococcus_phage_phiNJ2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Gemmiger_sp_An50	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
Vibrio_phage_pYD38_A	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Pis4avirus
Citrobacter_portucalensis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
Gemella_haemolysans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_unclassified	Gemella
